Unnamed: 0,military_base_name,coordinates,longtitudes,latitudes,description,type,type_norm,tags
1354,Missile Defense Early Warning Point,"36.49691687244665,56.13304368991605,0",36.49691687244665,56.13304368991605,,Radar / Air Defense Site,radar_air_defense,"[""missile"", ""radar""]"
1355,Missile Defense Early Warning Point (possibly abandoned),"36.47929125256034,55.34896829618325,0",36.47929125256034,55.34896829618325,,Radar / Air Defense Site,radar_air_defense,"[""missile"", ""radar""]"
1356,Air Defense and Missile Defense Forces Command Post,"38.04919817093572,55.76960865666397,0",38.04919817093572,55.76960865666397,,Headquarters / Command,hq_command,"[""air_defense"", ""hq"", ""missile""]"
1357,98th Communications Center,"40.69258378159282,62.87303575050978,0",40.69258378159282,62.87303575050978,military unit 32175,Garrison / Unit Base,garrison,"[""electronic""]"
1358,2nd Separate Engineering Test Section,"40.36826332144859,62.77453804316809,0",40.36826332144859,62.77453804316809,military unit 30107,Garrison / Unit Base,garrison,[]
1359,8th Separate Engineering Test Section,"41.43746112224603,62.94382416634714,0",41.43746112224603,62.94382416634714,military unit 01349,Garrison / Unit Base,garrison,[]
1360,16th Separate Engineering Test Section,"40.45656839579422,62.92500954396425,0",40.45656839579422,62.92500954396425,military unit 14056,Garrison / Unit Base,garrison,[]
1361,17th Separate Engineering Test Section,"40.36445162127092,62.7749455083471,0",40.36445162127092,62.7749455083471,military unit 63551,Garrison / Unit Base,garrison,[]
1362,29th Separate Engineering Test Section,"40.52738055661529,62.93302070707489,0",40.52738055661529,62.93302070707489,military unit 13973,Garrison / Unit Base,garrison,[]
1363,83rd Separate Engineering Test Section,"40.85471794645456,62.88245403195977,0",40.85471794645456,62.88245403195977,military unit 25922,Garrison / Unit Base,garrison,[]
1364,229th Separate Engineering Test Section,"40.70031784560972,62.95623186867094,0",40.70031784560972,62.95623186867094,military unit 14003,Garrison / Unit Base,garrison,[]
1365,Separate Repair Base,"40.36461639438256,62.77403911721665,0",40.36461639438256,62.77403911721665,military unit 57334,Garrison / Unit Base,garrison,[]
1366,3rd Measuring Point,"53.02396273612998,67.61484641734597,0",53.02396273612998,67.61484641734597,military unit 12403,Garrison / Unit Base,garrison,[]
1367,205th Test Center,"40.39277120713187,62.76876926642443,0",40.39277120713187,62.76876926642443,military unit 85907,Garrison / Unit Base,garrison,[]
1368,37th Separate Air Base Maintenance Battalion,"40.48403766636772,62.72688886823222,0",40.48403766636772,62.72688886823222,military unit 34185,Airbase / Airfield,airbase,"[""aviation""]"
1369,478th Separate Technical Railway Battalion,"40.67310677686652,62.87901012700794,0",40.67310677686652,62.87901012700794,military unit 42643,Garrison / Unit Base,garrison,[]
1370,40th Separate Security Battalion,"40.36681081695534,62.77458098054123,0",40.36681081695534,62.77458098054123,millitary unit 42651,Garrison / Unit Base,garrison,[]
1371,75th Separate Operational and Technical Battalion,"40.33903416737267,62.76271656077856,0",40.33903416737267,62.76271656077856,military unit 42670,Garrison / Unit Base,garrison,[]
1372,4th State Central Interspecific Test Site (Kapustin Yar),"45.78654994193112,48.56898654237939,0",45.78654994193112,48.56898654237939,military unit 15644,Training Range,training,"[""training""]"
1373,28th Separate Engineering and Testing Unit,"46.26027013315583,48.69886578959597,0",46.26027013315583,48.69886578959597,military unit 31925,Garrison / Unit Base,garrison,[]
1374,30th Separate Engineering and Testing Unit,"46.20369838166013,48.62769922665421,0",46.20369838166013,48.62769922665421,military unit 52910,Garrison / Unit Base,garrison,[]
